Nome aceito,Cidade,Estado,País,Latitude,Longitude
Sauvagesia erecta,Palmeiras,Bahia,Brasil, -12.45, -41.45
Sauvagesia erecta, just above and below the first cachoeira,,Amazonas,Brazil,
Sauvagesia erecta, ca. 2km. Ramal à esq., 8km. Ramal vicinal à esq., ca. 1km. RPPN Água Branca.,VALENÇA,Bahia
Sauvagesia erecta,PORTO SEGURO,BA,Brasil, -16.4496994018555, -39.0647010803223
Sauvagesia erecta,JATAI,GO,Brasil, -17.966666, -51.7
Sauvagesia erecta, Área de Captação 3 da CAESB,Brasília,Distrito Federal,Brasil, -15.892222
Sauvagesia erecta,Macaíba,Rio Grande do Norte,Brasil, -5.85832977294922, -35.3539009094238
Sauvagesia erecta, ca. 12 km (straight line) S of CaiapÃ#?#nia.,CaiapÃ#?#nia,GoiÃ¡s,Brasil, -17.0566
Sauvagesia erecta, Complexo do Prata, açude do meio.,Recife,Pernambuco,Brasil
Sauvagesia erecta,Cananéia,São Paulo,Brasil, -25.01, -47.92
Sauvagesia erecta,MARAÚ,Bahia,Brasil, -14.103099822998, -39.0147018432617
Sauvagesia erecta, 3 km da entrada da Fazenda Santa Izabel (RIPASA),Itararé,São Paulo,Brasil, -24.1100006103516
Sauvagesia erecta,Salesópolis,São Paulo,Brasil, -23.5300006866455, -45.8400001525879
Sauvagesia erecta,Serranópolis,GO,Brasil, -18.4394444, -51.9952777
Sauvagesia erecta, Fazenda Marcela e Fazenda Deus-me-livre,Rio de Contas,Bahia,Brasil, -13.5789003372192
Sauvagesia erecta, Vilarejo do Funil, cânion, próximo a Gruta do Funil..,Rio Preto,Minas Gerais
Sauvagesia erecta, -8,891S, -58,552W,Apiacás
Sauvagesia erecta, Duna continental sobre os tabuleiros costeiros, localizada nas proximidades da cachoeira do Roncador. Acesso pela estrada de terra que passa pelo morro da Lucrécia e RPPNs Dona Benta e Seu Cabloco e Fonte da Bica.,Pirambu,Sergipe,Brasil
Sauvagesia erecta, Rodovia Everaldo Martins (que liga a sede do Município de Santarém ao distrito de Alter do Chão), km 20. São Pedro-Santa Rosa.,Santarém,Pará,Brasil
Sauvagesia erecta,Sento Sé,Bahia,Brasil, -10.321667, -41.396667
Sauvagesia erecta,Sengés,PR,Brasil, -24.121389, -49.623889
Sauvagesia erecta,Prado,Bahia,Brasil, -17.215014, -39.254167
Sauvagesia erecta,Rio das Contas,Bahia,Brasil, -13.5203888889, -41.9365
Sauvagesia erecta, entre Lagoas Emboaba e Emboabinha,Tramandaí,RS,Brasil, -29.9846992492676
Sauvagesia erecta,Salvador,Bahia,Brasil, -12.9710998535156, -38.510799407959
Sauvagesia erecta,São Gabriel da Cachoeira,Amazonas,Brasil, 0.106667, -66.813888
Sauvagesia erecta,,Goiás,Brazil, -13.75, -48.83
Sauvagesia erecta,,Rio de Janeiro,Brasil,,
Sauvagesia erecta, em terreno de mata derrubada.,São Paulo,São Paulo,Brasil, -23.5400009155273
Sauvagesia erecta,Maricá,Rio de Janeiro,Brasil, -22.9525, -42.8688889
Sauvagesia erecta,Guaraqueçaba,Paraná,Brasil, -25.1752, -48.2977
Sauvagesia erecta,Selvíria,Mato Grosso do Sul,Brasil, -20.3672008514404, -51.4188995361328
Sauvagesia erecta,Aparecida de Goiânia,Goiás,Brasil, -16.823299407959, -49.2439002990723
Sauvagesia erecta,,Distrito Federal,Brazil, -15.75, -47.75
Sauvagesia erecta, Trilha do Bracinho,GuaraqueÃ§aba,ParanÃ¡,Brasil, -25.27
Sauvagesia erecta, between mouths of Rio IÃ¡ and Rio MaturacÃ¡.,,Amazonas,Brasil,
Sauvagesia erecta,Cananéia,São Paulo,Brasil, -25.0100002288818, -47.9199981689453
Sauvagesia erecta, on road to Belo Horizonte (Rio Gama),,Distrito Federal,Brazil,
Sauvagesia erecta,Wenceslau Guimarães,Bahia,Brasil, -13.619444, -39.570556
Sauvagesia erecta, em torno da torre de televisão.,CASTRO ALVES,BA,Brasil, -12.7656002044678
Sauvagesia erecta,,Bahia,Brazil, -13.53333, -41.88333
Sauvagesia erecta,Matinhos,Paraná,Brazil, -25.8174991607666, -48.5428009033203
Sauvagesia erecta,Santo André,São Paulo,Brasil, -23.6599998474121, -46.5299987792969
Sauvagesia erecta,Iguape,São Paulo,Brasil, -24.7, -47.55
Sauvagesia erecta,Niquelândia,Goiás,Brasil, -14.2775, -48.155278
Sauvagesia erecta,Natal,Rio Grande do Norte,Brasil, -5.891667, -35.275
Sauvagesia erecta, Vereda situada na reserva vegetal do Clube Caça e Pesca Itororó, borda da vereda, lado esquerdo.,Uberlândia,Minas Gerais
Sauvagesia erecta, setor sul, Fazenda Liberdade; Campo de altitude com rochas expostas,Boa Nova,Bahia,Brasil
Sauvagesia erecta,Pontal do Paraná,PR,Brasil, -25.6735992431641, -48.511100769043
Sauvagesia erecta, 1km após a fábrica de Marituba, em direção a Penedo, sobre cordões litorâneos.,Piaçabuçu,Alagoas
Sauvagesia erecta, Ponta Oeste,Paranaguá,Paraná,Brazil, -25.5200004577637
Sauvagesia erecta, Serra da Chapadinha,Lençóis,Bahia,Brasil, -12.459722
Sauvagesia erecta, Próximo ao córrego da piscina velha. Solo Areno-argiloso.,Capela,Sergipe,Brasil, -10.537333
Sauvagesia erecta,Paranaguá,Paraná,Brazil, -25.5200004577637, -48.5092010498047
Sauvagesia erecta, 3 km da entrada da Fazenda Santa Izabel (Ripasa).,Itararé,São Paulo,Brasil, -24.0645
Sauvagesia erecta, Campo cultivado de quicuio consorciado com seringueira, sob pastejo, latossolo amarelo de textura média, ocorrência de termiteiros grande des Cornitermes ovatus.,Santa Isabel do Pará
Sauvagesia erecta,,Goiás,Brasil,,
Sauvagesia erecta,Ipojuca,Pernambuco,Brasil, -8.39888954162598, -35.0638999938965
Sauvagesia erecta,Canguaretama,Rio Grande do Norte,Brasil, -6.328611, -35.578333
Sauvagesia erecta,Cananéia,São Paulo,Brasil, -25.166667, -48
Sauvagesia erecta, Mata Atlântica. Beira da mata.,Juquiá,São Paulo,Brazil, -24.180222
Sauvagesia erecta,Miracatu,São Paulo,Brazil, -24.05, -47.216667
Sauvagesia erecta, Córrego Santa Maria,Brasília,Distrito Federal,Brasil, -15.883333
Sauvagesia erecta, Marco Zero.,Santa Cruz de Minas,Minas Gerais,Brasil, -21.210417
Sauvagesia erecta,Rio de Contas,Bahia,Brasil, -13.533333, -41.95
Sauvagesia erecta, Quadrícula SB-22-VA- Ponto 44.,,Amapá,Brasil,
Sauvagesia erecta,Balneário Camboriú,Santa Catarina,Brasil, -26.9906005859375, -48.6347007751465
Sauvagesia erecta, 9 Km W de Santo Amaro.,Santo Amaro,Bahia,Brasil, -12.533333
Sauvagesia erecta,Una,Bahia,Brasil, -15.15, -39.083333
Sauvagesia erecta,Governador Valadares,Minas Gerais,Brasil, -18.8511, -41.9494
Sauvagesia erecta,PARANA,TO,Brasil, -12.838611, -48.201388
Sauvagesia erecta,Ibirapitanga,Bahia,Brasil, -14.1641998291016, -39.3736000061035
Sauvagesia erecta, PARNA Chapada Diamantina,LENÇÓIS,Bahia,Brasil, -12.603333
Sauvagesia erecta,Ponte Alta do Tocantins,Tocantins,Brasil, -10.62, -47.61
Sauvagesia erecta, veg. Aberta c/ moitas e clareiras,Marechal Deodoro,Alagoas,Brasil, -9.710280418396
Sauvagesia erecta,São Cristóvão,Sergipe,Brasil, -10.925675, -37.099631
Sauvagesia erecta, para a fazenda Porteira Grande, cerca de 6 km após a sede da fazenda.,URUACU,GO,Brasil
Sauvagesia erecta,Entre Rios,Bahia,Brasil, -12.329167, -37.89
Sauvagesia erecta,Cabo de Santo Agostinho,Pernambuco,Brasil, -8.2205, -25.0048888889
Sauvagesia erecta,Mucugê,Bahia,Brasil, -12.983333, -41.333333
Sauvagesia erecta,Barra do Garças,Mato Grosso,Brasil, -15.8900003433228, -52.2566986083984
Sauvagesia erecta,Cairu,Bahia,Brasil, -13.511528, -39.073333
Sauvagesia erecta,Balsas,Maranhão,Brasil, -7.53249979019165, -46.0355987548828
Sauvagesia erecta,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328, -43.7144012451172
Sauvagesia erecta,Paranaguá,Paraná,Brasil, -25.5200004577637, -48.5092010498047
Sauvagesia erecta, trilha restinga beira do rio.,UBATUBA,SP,Brasil, -23.4300003051758
Sauvagesia erecta,Recife,Pernambuco,Brasil, -8.05389022827148, -34.8810997009277
Sauvagesia erecta, no interior da mata,Wenceslau Guimarães,Bahia,Brasil, -13.579444
Sauvagesia erecta, margem esquerda do rio Garrote, cerca de 4,3 km a oeste da BR.,CAROLINA,MA
Sauvagesia erecta,Iguape,SP,Brasil, -24.7000007629395, -47.5499992370605
Sauvagesia erecta, Lagoa Encantada, 19 km NE of Ibicoara near Brejão. Lakeside marsh, with some standing water, and disturbed vegetation near cultivation.,
Sauvagesia erecta,ABAÍRA,Bahia,Brasil, 13.3, -41.866667
Sauvagesia erecta, dos lados esquerdo e direito, cerca de 4 km do fim do desvio para Itacaré.,MARAÚ,Bahia,Brasil
Sauvagesia erecta,Penha,Santa Catarina,Brasil, -26.8011111, -48.5969444
Sauvagesia erecta, Ponta Negra,Manaus,Amazonas,Brasil, -3.10194
Sauvagesia erecta,Belo Horizonte,Minas Gerais,Brasil, -19.9207992553711, -43.937801361084
Sauvagesia erecta,,Mato Grosso,Brasil, -12.82, -51.77
Sauvagesia erecta,AbaÃ­ra,Bahia,Brasil, -13.3, -41.87
Sauvagesia erecta,Morretes,Paraná,Brazil, -25.476900100708, -48.834400177002
Sauvagesia erecta,AraguaÃ­na,Tocantins,Brasil, -7.3, -48.15
Sauvagesia erecta,Camamu,Bahia,Brasil, -13.9447002410889, -39.1039009094238
Sauvagesia erecta,,Santa Catarina,Brazil,,
Sauvagesia erecta," area N Diamantina; near CÃ³rrego Lajeado and the junction of the side road from ""Cristais: with the road Diamantina-Biribiri", ca 9 km NNW-N Diamantina.,Diamantina,Minas Gerais,Brasil
Sauvagesia erecta,Itabaiana,Sergipe,Brasil, -10.4583, -37.2081
Sauvagesia erecta,Rio de Janeiro,Rio de Janeiro,Brazil, -22.9027996063232, -43.2075004577637
Sauvagesia erecta,Rio de Janeiro,Guanabara,Brazil, -22.9027996063232, -43.2075004577637
Sauvagesia erecta,Mucugê,Bahia,Brasil, -12.974167, -41.316667
Sauvagesia erecta, 89522980. Lageado da rebio, cerrado, rochas, areniticas.,Ji-Paraná
Sauvagesia erecta,,,?,,
Sauvagesia erecta,Luciara,Mato Grosso,Brasil, -11.166667, -51.666667
Sauvagesia erecta, Solo Argiloso.,Capela,Sergipe,Brasil, -10.5032997131348
Sauvagesia erecta, Camarinhas,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697
Sauvagesia erecta,SANTA CRUZ CABRÁLIA,Bahia,Brasil, -16.266667, -39.05
Sauvagesia erecta,Joinville,Santa Catarina,Brazil, -26.3043994903564, -48.8456001281738
Sauvagesia erecta, 19km. N.E. of Ibicoara near Brejão. Lakeside marsh, with some standing water, and disturbed vegetation near cultivation.,,Bahia
Sauvagesia erecta,Prado,Bahia,Brasil, -17.215, -14.233333
Sauvagesia erecta,Chapada dos Guimarães,Mato Grosso,Brasil, -15.4606, -55.7497
Sauvagesia erecta,Cananéia,São Paulo,Brasil, -25.0147, -47.9267
Sauvagesia erecta, afluente do São Francisco.,Penedo,Alagoas,Brasil, -10.3225
Sauvagesia erecta, PoÃ§a das lavagens.,,Rio de Janeiro,Brasil,
Sauvagesia erecta, Trilha da Ilha,João Pessoa,Paraíba,Brasil, -7
Sauvagesia erecta,,Amazonas,Brasil, -0.4142, -65.0192
Sauvagesia erecta,Alagoinhas,Bahia,Brasil, -12.133333, -38.433333
Sauvagesia erecta,Guaraqueçaba,Paraná,Brasil, -25.3066997528076, -48.3288993835449
Sauvagesia erecta,Capão Bonito,SP,Brasil, -24.184167, -48.145833
Sauvagesia erecta, ca. 16-19 km NNW of MuricÃ­ by road. Mata de MuricÃ­,Murici,Alagoas,Brasil, -9.2255
Sauvagesia erecta,Valença,Bahia,Brasil, -13.3703002929688, -39.0731010437012
Sauvagesia erecta,Saubara,Bahia,Brasil, -12.7375001907349, -38.7686004638672
Sauvagesia erecta, near Camanaus. Road side.,,,Brazil,
Sauvagesia erecta,Palmeiras,Bahia,Brasil, -12.436111, -41.492778
Sauvagesia erecta,Prado,Bahia,Brasil, -17.341100692749, -39.2207984924316
Sauvagesia erecta,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328, -43.7144012451172
Sauvagesia erecta,Cruzeiro do Sul,Acre,Brasil, -7.63111, -72.67
Sauvagesia erecta,Pontal do Paraná,Paraná,Brasil, -25.6656, -48.4808
Sauvagesia erecta,Jequeri,Minas Gerais,Brasil, -20.4557991027832, -42.6657981872559
Sauvagesia erecta,Escada,Pernambuco,Brasil, -8.35916996002197, -35.2235984802246
Sauvagesia erecta, Itirapina- São Carlos(estrada Airton Senna), Represa do Broa,Itirapina,São Paulo,Brasil
Sauvagesia erecta, vegetation flanking unpaved and unfinished road (BR-307) near intersection with Ramal Pentecostes.,Cruzeiro do Sul,Acre,Brasil, -7.41833
Sauvagesia erecta, fazenda Cabuçu,Saubara,Bahia,Brasil, -12.7375001907349
Sauvagesia erecta,Marechal Deodoro.,Alagoas,Brasil, -9.697808, -35.893411
Sauvagesia erecta,Itapema,Santa Catarina,Brasil, -27.0902996063232, -48.611400604248
Sauvagesia erecta, Trilha da área.,Paulista,Pernambuco,Brasil, -7.209444
Sauvagesia erecta,,RS,Brasil,,
Sauvagesia erecta,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697, -43.5080986022949
Sauvagesia erecta,Ilhéus,Bahia,Brasil, -14.7889003753662, -39.0494003295898
Sauvagesia erecta,Tomé-açu,Pará,Brasil, -2.672933, -48.239353
Sauvagesia erecta,Cananéia,São Paulo,Brasil, -25.0100002288818, -47.9199981689453
Sauvagesia erecta, ca. 1Km de Jacobina. Ramal p/ Cachoeira do Alves. Ca. 10Km da estrada principal.,JACOBINA,Bahia,Brasil, -11.1806001663208
Sauvagesia erecta, Camarinhas,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697
Sauvagesia erecta, Borda da mata. Solo areno-argiloso.,Capela,Sergipe,Brasil, -10.536111
Sauvagesia erecta,Brasília,Distrito Federal,Brasil, -15.742222, -47.933944
Sauvagesia erecta,,Amazonas,Brasil,,
Sauvagesia erecta,Itacambira,Minas Gerais,Brasil, -17.0646991729736, -43.3088989257812
Sauvagesia erecta,Palhoça,Santa Catarina,Brazil, -27.645299911499, -48.6678009033203
Sauvagesia erecta, Baía de Paranaguá,Paranaguá,Paraná,Brazil, -25.5200004577637
Sauvagesia erecta,Barcelos,Amazonas,Brazil, -0.974722027778625, -62.9241981506348
Sauvagesia erecta,Bertioga,São Paulo,Brasil, -23.8544006347656, -46.138599395752
Sauvagesia erecta,,Chocó,Colômbia,,
Sauvagesia erecta,Rio de Contas,Bahia,Brasil, -13.5789, -41.8114
Sauvagesia erecta,,Santana do Riacho,MG,Brasil, -19.1689
Sauvagesia erecta,São Felipe,Bahia,Brasil, -12.8472003936768, -39.0894012451172
Sauvagesia erecta,,Bahia,Brasil,,
Sauvagesia erecta, Belém,,Pará,Brazil,
Sauvagesia erecta,Marapanim,Pará,Brasil, -0.710556, -47.697778
Sauvagesia erecta, trees just cut down, near Parque 10.,,Amazonas,Brazil
Sauvagesia erecta,Paranaguá,Paraná,Brasil, -25.5306, -48.3132
Sauvagesia erecta,Santo Amaro das Brotas,Sergipe,Brasil, -10.789167, -37.054167
Sauvagesia erecta,,Santa Catarina,Brasil,,
Sauvagesia erecta,Marechal Deodoro,Alagoas,Brasil, -9.710280418396, -35.8950004577637
Sauvagesia erecta,Goiana,Pernambuco,Brasil, -7.6061111111, -34.8205555556
Sauvagesia erecta,,,Brasil,,
Sauvagesia erecta,Miguel Calmon,Bahia,Brasil, -11.416667, -40.6
Sauvagesia erecta,ILHÉUS,Bahia,Brasil, -14.966667, -39.05
Sauvagesia erecta,Uberlândia,Minas Gerais,Brasil, -18.9186000823975, -48.2771987915039
Sauvagesia erecta,Pontal do Paraná,Paraná,Brasil, -25.675019, -48.470856
Sauvagesia erecta,Linhares,Espírito Santo,Brasil, -19.3910999298096, -40.0722007751465
Sauvagesia erecta, ao longo da rodovia para a cidade, km. 10,Lençois,Bahia,Brasil
Sauvagesia erecta,Palhoça,Santa Catarina,Brasil, -27.9047222, -48.5994444
Sauvagesia erecta,Iguape,São Paulo,Brasil, -24.7081, -47.5553
Sauvagesia erecta,Miguel Calmon,Bahia,Brasil, -11.383056, -40.518611
Sauvagesia erecta,Santa Bárbara,Minas Gerais,Brasil, -20.146944, -43.632222
Sauvagesia erecta,Ouro Preto,Minas Gerais,Brazil, -20.2875003814697, -43.5080986022949
Sauvagesia erecta,COCALINHO,MT,Brasil, -14.3971996307373, -50.9958000183105
Sauvagesia erecta,Pedregulho,São Paulo,Brasil, -20.25, -47.4700012207031
Sauvagesia erecta,Abaíra,Bahia,Brasil, -13.3, -41.866667
Sauvagesia erecta,Maceió,Alagoas,Brasil, -10.116111, -36.231389
Sauvagesia erecta,,São Paulo,Brazil,,
Sauvagesia erecta,Rio de Contas,Bahia,Brasil, -13.53, -41.97
Sauvagesia erecta,Coromandel,Minas Gerais,Brasil, -18.716667, -47.333333
Sauvagesia erecta,Macaíba,Rio Grande do Norte,Brasil, -5.85832977294922, -35.3539009094238
Sauvagesia erecta, between the Rios Balsas and Parnaíba. Santa Barbara, due SSE of Loreto, on shore of Rio Parnaíba. Flat river plain, less than 1km wide, several meters above river level. Property of Dona Luzia. 1/2km N of river
Sauvagesia erecta,AbaÃ­ra,Bahia,Brasil, -13.25, -41.78
Sauvagesia erecta, Lajeado de Milho Verde,Serro,Minas Gerais,Brasil, -18.469842
Sauvagesia erecta,Capela,Sergipe,Brasil, -10.5032997131348, -37.0527992248535
Sauvagesia erecta, Entre Acauã e Minas Novas.,Leme do Prado,Minas Gerais,Brasil, -17.0832996368408
Sauvagesia erecta,Camaçari,Bahia,Brasil, -12.483333, -38.3
Sauvagesia erecta,Paranaguá,Paraná,Brazil, -25.5200004577637, -48.5092010498047
Sauvagesia erecta,Mucugê,Bahia,Brasil, -12.949444, -41.322222
Sauvagesia erecta, vulgar.,Ribeirão Preto,São Paulo,Brasil, -21.1700000762939
Sauvagesia erecta,Ubatuba,SÃ£o Paulo,Brasil, -23.4303, -45.0697
Sauvagesia erecta,Bela Vista de Goiás,Goiás,Brasil, -16.9727993011475, -48.9533004760742
Sauvagesia erecta,,,Surinam,,
Sauvagesia erecta,Marliéria,Minas Gerais,Brasil, -19.757778, -42.633889
Sauvagesia erecta, distrito de Porto Alegre, ca. 10-11 km da BR 158; floresta.,,,Brazil
Sauvagesia erecta,Panorama,São Paulo,Brasil, -21.504444, -51.906944
Sauvagesia erecta,Itabaiana,Sergipe,Brasil, -10.6850004196167, -37.4253005981445
Sauvagesia erecta,Peruíbe,São Paulo,Brasil, -24.3199996948242, -46.9900016784668
Sauvagesia erecta,Torres,Rio Grande do Sul,Brasil, -29.3356, -49.7267
Sauvagesia erecta,MATEIROS,Tocantins,Brasil, -10.547222, -46.417778
Sauvagesia erecta,Guarapari,Espírito Santo,Brasil, -20.6580009460449, -40.5110015869141
Sauvagesia erecta, PalhoÃ§a,PalhoÃ§a,Santa Catarina,Brasil, -27.77489
Sauvagesia erecta, 02 Km da ponte do Rio Riachão em direção a sede da fazenda,Formosa do Rio Preto,Bahia,Brazil, -11.1186
Sauvagesia erecta, ao lado da rodovia.,Canavieiras,Bahia,Brasil, -15.570278
Sauvagesia erecta,BrasÃ­lia,Distrito Federal,Brasil, -15.7797, -47.9294
Sauvagesia erecta,Garuva,SC,Brasil, -26.0266990661621, -48.8549995422363
Sauvagesia erecta, antes de Itaimbé.,ITAIMBÉ,Bahia,Brasil,
Sauvagesia erecta, Near sea level. Coastal rain forest, on white sand and humus.,Cananéia,São Paulo,Brazil
Sauvagesia erecta, Restinga do Pereirinha,Cananéia,São Paulo,Brasil, -25.0100002288818
Sauvagesia erecta, Serra da Juréia, trilha do Imperador,Iguape,São Paulo,Brasil
Sauvagesia erecta, Rio Água Boa do Univi, campina junto à base rústica do Niquiá," excursão ""Terra incognita""",Caracaraí,Roraima
Sauvagesia erecta, 15-25km,Prado,Bahia,Brazil, -17.341100692749
Sauvagesia erecta,,Minas Gerais,Brasil,,
Sauvagesia erecta,Goianinha,Rio Grande do Norte,Brasil, -6.358333, -35.175
Sauvagesia erecta, ca. 2 km da vila.,Diamantina,Minas Gerais,Brasil, -18.156944
Sauvagesia erecta,APARECIDA DE GOIANIA,GO,Brasil, -16.823299407959, -49.2439002990723
Sauvagesia erecta,Bataguassu,Mato Grosso do Sul,Brasil, -21.643611, -52.2775
Sauvagesia erecta,Novo São Joaquim,Mato Grosso,Brasil, -15.083333, -52.833333
Sauvagesia erecta, cerca de 4 km do fim do desvio para Itacaré.,MARAÚ,Bahia,Brasil, -14.177778
Sauvagesia erecta,São Desidério,Bahia,Brasil, -12.3633003234863, -44.9733009338379
Sauvagesia erecta, scattered shrubs & some restinga forest.,,Bahia,Brazil, -17.21666
Sauvagesia erecta,,?,Brazil,,
Sauvagesia erecta,,,Guyana,,
Sauvagesia erecta, estrada para Pureza (RN 309) entrada ca. 4,3 Km à direita seguindo no canavial ca. 3 Km da entrada. Área encharcada margeada por fáceis de cerrado.,Ceará-Mirim,Rio Grande do Norte,Brasil
Sauvagesia erecta,Mata do Crasto,Sergipe,Brasil,,
Sauvagesia erecta, Pl. da Ibiapaba - PARNA,Ubajara,Ceará,Brasil, -3.85443997383118
Sauvagesia erecta,União dos Palmares,Alagoas,Brasil, -9.221528, -35.88
Sauvagesia erecta,Nísia Floresta,Rio Grande do Norte,Brasil, -6.09111022949219, -35.2085990905762
Sauvagesia erecta,LENÇÓIS,Bahia,Brasil, -12.816111, 0
Sauvagesia erecta,MÃ¢ncio Lima,Acre,Brasil, -7.6144, -72.8956
Sauvagesia erecta,Guarapari,Espírito Santo,Brasil, -20.6580009460449, -40.5110015869141
Sauvagesia erecta,,AmapÃ¡,Brasil, 0.8058, -51.9778
Sauvagesia erecta, arredores.,Porto Murtinho,Mato Grosso do Sul,Brasil, -21.6989002227783
Sauvagesia erecta, próximo ao entroncamento c/ a estrada Andaraí/Mucugê.,MUCUGÊ,Bahia,Brasil, -12.949444
Sauvagesia erecta, aprox. 10-15Km ao SW da cidade, Faz. Marcela e Faz. Deus-me-livre, ao longo do córrego de Baeta acima da Faz. Marion.,RIO DE CONTAS,Bahia
Sauvagesia erecta, Rodovia BR 174, km 64, then 23 km east on ZF3, Fazenda Esteio,Manaus
Sauvagesia erecta, Sudoeste de Goiás. 41º BIMTZ.,JATAI,GO,Brasil, -17.8813991546631
Sauvagesia erecta,,Paraná,Brazil,,
Sauvagesia erecta, km 4. Restinga arbórea, transição para campo de Restinga. Solo Arenoso.,Maraú,Bahia,Brasil
Sauvagesia erecta,São Luís do Paraitinga,São Paulo,Brasil, -23.2199993133545, -45.310001373291
Sauvagesia erecta,Ouro Preto,Minas Gerais,Brasil, -20.2875003814697, -43.5080986022949
Sauvagesia erecta,Descoberto,Minas Gerais,Brazil, -21.4596996307373, -42.9674987792969
Sauvagesia erecta,Barra da Estiva,Bahia,Brasil, -13.516667, -41.233333
Sauvagesia erecta,,Minas Gerais,Brasil, -18.166667, -43.616667
Sauvagesia erecta,Santana do Riacho,Minas Gerais,Brasil, -19.1688995361328, -43.7144012451172
Sauvagesia erecta,Paranaguá,Paraná,Brasil, -25.5200004577637, -48.5092010498047
Sauvagesia erecta, ca. 15 km southeast of Entre Rios.,Entre Rios,Bahia,Brasil, -12.883333
Sauvagesia erecta,Paranaguá,Paraná,Brasil, -25.5200004577637, -48.5092010498047
Sauvagesia erecta,,Bahia,Brazil,,
Sauvagesia erecta,Mariana,MG,Brasil, -20.3778, -43.4161
Sauvagesia erecta,RIO NEGRO,MS,BRASIL, -19.361667, -54.993056
Sauvagesia erecta, Açude do Meio.,Recife,Pernambuco,Brasil, -8.0075
Sauvagesia erecta,Viana,Espírito Santo,Brasil, -20.3903007507324, -40.4961013793945
Sauvagesia erecta, km 26. Em frente a Reserva Florestal Ducke, ao lado da estrada.,,Amazonas,Brazil
Sauvagesia erecta, em torno da torre de TV.,castro alves,Bahia,Brasil, -12.85
Sauvagesia erecta, Fazenda Zé Antunes. Trilha para as cachoeiras.,Delfinópolis,Minas Gerais,Brasil, -20.343900680542
Sauvagesia erecta,Mucugê,Bahia,Brasil, -12.958333, -41.320556
Sauvagesia erecta,Paranã,Tocantins,Brasil, -12.8386111, -48.2013889
Sauvagesia erecta, Rio dos Remédios.,Coqueiro Sêco,Alagoas,Brasil, -9.63833045959473
Sauvagesia erecta,Luziânia,Goiás,Brazil, -16.2525005340576, -47.9502983093262
Sauvagesia erecta,,Pernambuco,Brazil,,
Sauvagesia erecta,Duque de Caxias,Rio de Janeiro,Brasil, -22.516667, -43.233333
Sauvagesia erecta,Itapoá,Santa Catarina,Brasil, -26.1168994903564, -48.6161003112793
Sauvagesia erecta,Ibateguara,Alagoas,Brasil, -8.97249984741211, -35.9393997192383
Sauvagesia erecta,Itapoá,Santa Catarina,Brasil, -26.1175, -48.6163889
Sauvagesia erecta,Recife,Pernambuco,Brasil, -8.05389022827148, -34.8810997009277
Sauvagesia erecta,Rio de Contas,Bahia,Brasil, -13.53, -41.58
Sauvagesia erecta, propriedade da Construtora Noberto Odebrecht.,Mata de São João,Bahia,Brasil, -12.5303001403809
Sauvagesia erecta,Nova Ponte,Minas Gerais,Brasil, -19.1525, -47.6747
Sauvagesia erecta,,AmapÃ¡,Brasil, 3.55, -51.62
Sauvagesia erecta, Xavantina-Cachimbo Road.,,Mato Grosso,Brasil, -12.82
Sauvagesia erecta,,,Brasil,,
Sauvagesia erecta,CLAUDIA,MT,Brasil, -11.476666, -54.999722
Sauvagesia erecta, Igarapé das Lajes,Presidente Figueiredo,Amazonas,Brasil, -1.99
Sauvagesia erecta,Saubara,Bahia,Brasil, -12.8, -38.775556
Sauvagesia erecta,Blumenau,Santa Catarina,Brasil, -26.9452777, -49.0794445
Sauvagesia erecta,Caaporã,Paraíba,Brazil, -7.515833, -34.908056
Sauvagesia erecta, área con zonas de quebradas con agua permanente, las riberas están dominadas por sabanas abiertas con nivel freático muy superficial (campo limpo úmido). Es muy notorio que estas sabanas quedan inun,Prov. Andrés Ibáñez,Santa Cruz,Bolivia
Sauvagesia erecta,Pirambu,Sergipe,Brasil, -10.737778, -36.855833
Sauvagesia erecta,Mucugê,Bahia,Brasil, -13.0052995681763, -41.3708000183105
Sauvagesia erecta, ca. 10km south of Cavalcante .,Cavalcante,Goiás,Brazil, -13.7974996566772
Sauvagesia erecta,Conceição da Barra,Espírito Santo,Brasil, -18.5932998657227, -39.7322006225586
Sauvagesia erecta,Santana do Riacho,MG,Brasil, -19.035278, -43.694722
Sauvagesia erecta, Estação Experimental (Horto),Ubatuba,São Paulo,Brasil, -23.4339
Sauvagesia erecta, próximo a Fazenda Acurizal, posto abandonado da polícia ambiental, em frente a uma casa.,Corumbá,Mato Grosso do Sul
Sauvagesia erecta,,Roraima,Brazil, 2.7, -63.55
Sauvagesia erecta, SP 423, Lago localizado na altura do Km 15, sentido Estrela D' Oeste_Turmalina.,Turmalina,São Paulo
Sauvagesia erecta,Pontal do Paraná,Paraná,Brasil, -25.6665, -48.4514
Sauvagesia erecta, BR 163, Cuiabá - Santarém highway, km 879, 2 km from Rio Curuá, Serra do Cachimbo
