Lipocarpha sellowiana,SINONIMO,Lipocarpha maculata
Pycreus flavescens,NOME_ACEITO,Pycreus flavescens
Pycreus macrostachyos,NOME_ACEITO,Pycreus macrostachyos
Pycreus polystachyos,NOME_ACEITO,Pycreus polystachyos
Rhynchospora barbata,NOME_ACEITO,Rhynchospora barbata
Rhynchospora brittonii,NOME_ACEITO,Rhynchospora brittonii
Rhynchospora cephalotes,NOME_ACEITO,Rhynchospora cephalotes
Rhynchospora contracta,NOME_ACEITO,Rhynchospora contracta
Rhynchospora corymbosa,NOME_ACEITO,Rhynchospora corymbosa
Rhynchospora gigantea,NOME_ACEITO,Rhynchospora gigantea
Rhynchospora holoschoenoides,NOME_ACEITO,Rhynchospora holoschoenoides
Rhynchospora marisculus,NOME_ACEITO,Rhynchospora marisculus
Rhynchospora nervosa,NOME_ACEITO,Rhynchospora nervosa
Rhynchospora pubera,NOME_ACEITO,Rhynchospora pubera
Rhynchospora riparia,NOME_ACEITO,Rhynchospora riparia
Rhynchospora schomburgkiana,NOME_ACEITO,Rhynchospora schomburgkiana
Rhynchospora subplumosa,NOME_ACEITO,Rhynchospora subplumosa
Rhynchospora tenerrima,NOME_ACEITO,Rhynchospora tenerrima
Rhynchospora tenuis,NOME_ACEITO,Rhynchospora tenuis
Rhynchospora trispicata,NOME_ACEITO,Rhynchospora trispicata
Rhynchospora velutina,NOME_ACEITO,Rhynchospora velutina
Schoenoplectus californicus,NOME_ACEITO,Schoenoplectus californicus
Scirpus giganteus,SINONIMO,Androtrichum giganteum
Scirpus submersus,SINONIMO,Eleocharis confervoides
Scleria bracteata,NOME_ACEITO,Scleria bracteata
Scleria distans,NOME_ACEITO,Scleria distans
Scleria hirtella,NOME_ACEITO,Scleria hirtella
Scleria melaleuca,SINONIMO,Scleria gaertneri
Scleria microcarpa,NOME_ACEITO,Scleria microcarpa
Scleria mitis,NOME_ACEITO,Scleria mitis
Scleria secans,NOME_ACEITO,Scleria secans
Scleria abortiva,NOME_ACEITO,Scleria abortiva
Websteria confervoides,SINONIMO,Eleocharis confervoides
Dioscorea marginata,NOME_ACEITO,Dioscorea marginata
Drosera communis,NOME_ACEITO,Drosera communis
Drosera intermedia,NOME_ACEITO,Drosera intermedia
Elatine lindbergii,NOME_ACEITO,Elatine lindbergii
Equisetum giganteum,NOME_ACEITO,Equisetum giganteum
Equisetum hyemale,NOME_ACEITO,Equisetum hyemale
Agarista chlorantha,NOME_ACEITO,Agarista chlorantha
Gaylussacia brasiliensis,NOME_ACEITO,Gaylussacia brasiliensis
Eriocaulon angustifolium,NOME_ACEITO,Eriocaulon angustifolium
Eriocaulon aquatile,NOME_ACEITO,Eriocaulon aquatile
Eriocaulon humboldtii,NOME_ACEITO,Eriocaulon humboldtii
Eriocaulon magnificum,NOME_ACEITO,Eriocaulon magnificum
Eriocaulon modestum,NOME_ACEITO,Eriocaulon modestum
Eriocaulon obtusum,NOME_ACEITO,Eriocaulon obtusum
Eriocaulon setaceum,NOME_ACEITO,Eriocaulon setaceum
Leiothrix pilulifera,NOME_ACEITO,Leiothrix pilulifera
Leiothrix rufula,NOME_ACEITO,Leiothrix rufula
Paepalanthus bifidus,NOME_ACEITO,Paepalanthus bifidus
Paepalanthus lamarckii,NOME_ACEITO,Paepalanthus lamarckii
Paepalanthus planifolius,NOME_ACEITO,Paepalanthus planifolius
Paepalanthus tortilis,NOME_ACEITO,Paepalanthus tortilis
Syngonanthus anomalus,NOME_ACEITO,Syngonanthus anomalus
Syngonanthus caulescens,NOME_ACEITO,Syngonanthus caulescens
Syngonanthus chrysanthus,NOME_ACEITO,Syngonanthus chrysanthus
Syngonanthus gracilis,NOME_ACEITO,Syngonanthus gracilis
Syngonanthus oblongus,NOME_ACEITO,Syngonanthus oblongus
Tonina fluviatilis,NOME_ACEITO,Tonina fluviatilis
Acalypha poiretii,NOME_ACEITO,Acalypha poiretii
Argythamnia heteropetala,SINONIMO,Caperonia heteropetala
Astraea lobata,NOME_ACEITO,Astraea lobata
Caperonia castaneifolia,NOME_ACEITO,Caperonia castaneifolia
Caperonia aculeolata,NOME_ACEITO,Caperonia aculeolata
Caperonia palustris,NOME_ACEITO,Caperonia palustris
Croton trinitatis,NOME_ACEITO,Croton trinitatis
Dalechampia scandens,NOME_ACEITO,Dalechampia scandens
Dalechampia tiliifolia,NOME_ACEITO,Dalechampia tiliifolia
Euphorbia prostrata,NOME_ACEITO,Euphorbia prostrata
Euphorbia thymifolia,NOME_ACEITO,Euphorbia thymifolia
Sapium glandulatum,SINONIMO,Sapium glandulosum
Sesbania benthamiana,NOME_ACEITO,Sesbania benthamiana
Tonina fluviatilis,NOME_ACEITO,Tonina fluviatilis
Adesmia latifolia,NOME_ACEITO,Adesmia latifolia
Aeschynomene americana,NOME_ACEITO,Aeschynomene americana
Aeschynomene ciliata,NOME_ACEITO,Aeschynomene ciliata
Aeschynomene denticulata,NOME_ACEITO,Aeschynomene denticulata
Aeschynomene evenia,NOME_ACEITO,Aeschynomene evenia
Aeschynomene filosa,NOME_ACEITO,Aeschynomene filosa
Aeschynomene fluminensis,NOME_ACEITO,Aeschynomene fluminensis
Aeschynomene indica,NOME_ACEITO,Aeschynomene indica
Aeschynomene mollicula,NOME_ACEITO,Aeschynomene mollicula
Aeschynomene montevidensis,NOME_ACEITO,Aeschynomene montevidensis
Aeschynomene paniculata,NOME_ACEITO,Aeschynomene paniculata
Aeschynomene rudis,NOME_ACEITO,Aeschynomene rudis
Aeschynomene scabra,NOME_ACEITO,Aeschynomene scabra
Aeschynomene sensitiva,NOME_ACEITO,Aeschynomene sensitiva
Anadenanthera colubrina,NOME_ACEITO,Anadenanthera colubrina
Calopogonium mucunoides,NOME_ACEITO,Calopogonium mucunoides
